STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,REM
72605014745,2021-06-18T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,406,1929,48,63,53,29.9,29.55,57,5.7,0,-2.5,2,83,43,270,24,T,0,0,260,17,,SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8324 HR MIN TEMP (F): 43AVERAGE STATION PRESSURE:29.550 MINIMUM SEA LEVEL PRESSURE:29.78 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.7 24 HR AVG TEMP (F): 63DEPART FROM NORMAL: -4  HEATING DEGREE DAYS:  2 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):83  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00
72605014745,2021-06-19T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,406,1929,56,76,52,29.68,29.33,64,7.6,11,10.2,0,87,65,270,23,0,0,0,270,18,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8724 HR MIN TEMP (F): 65AVERAGE STATION PRESSURE:29.330 MINIMUM SEA LEVEL PRESSURE:29.64 TIME OF OCCURRENCE:1824 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 18FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.6 24 HR AVG TEMP (F): 76DEPART FROM NORMAL:  9  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST):87  LATEST NIGHT MIN TEMP(1900-0800 LST):65 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-20T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,406,1929,55,75,51,29.74,29.36,64,6.4,10,8.9,0,88,62,250,20,0,0,0,250,16,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8824 HR MIN TEMP (F): 62AVERAGE STATION PRESSURE:29.365 MINIMUM SEA LEVEL PRESSURE:29.68 TIME OF OCCURRENCE:0025 PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.4 24 HR AVG TEMP (F): 75DEPART FROM NORMAL:  8  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 10 LATEST DAY MAX TEMP (0700-1900 LST):88  LATEST NIGHT MIN TEMP(1900-0800 LST):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-21T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,406,1929,66,76,69,29.65,29.31,70,8.5,11,9.7,0,91,60,150,28,0,0,0,180,21,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9124 HR MIN TEMP (F): 60AVERAGE STATION PRESSURE:29.305 MINIMUM SEA LEVEL PRESSURE:29.54 TIME OF OCCURRENCE:1701 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.5 24 HR AVG TEMP (F): 76DEPART FROM NORMAL:  9  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST):91  LATEST NIGHT MIN TEMP(1900-0800 LST):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-22T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,406,1930,61,66,82,29.69,29.33,63,6.3,1,-0.6,0,76,56,290,23,0.12,0,0,310,17,RA BR,SOD76024 HR PRECIPITATION (IN): 0.12 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7624 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE(D):29.327 MINIMUM SEA LEVEL PRESSURE:29.53 TIME OF OCCURRENCE:0116 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):310 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.3 24 HR AVG TEMP (F): 66DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  1 LATEST DAY MAX TEMP (0700-1900 LST): 76 LATEST NIGHT MIN TEMP(1900-0800 LST):70 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.08 0.01 0.00 0.00T     0.01 0.01 0.01T     0.00 0.00 0.00
72605014745,2021-06-23T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,407,1930,44,61,56,30.12,29.7,52,7,0,-5.8,4,73,49,320,24,0,0,0,320,17,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7324 HR MIN TEMP (F): 49AVERAGE STATION PRESSURE:29.695 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:0001 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):320 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.0 24 HR AVG TEMP (F): 61DEPART FROM NORMAL: -7  HEATING DEGREE DAYS:  4 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):73  LATEST NIGHT MIN TEMP(1900-0800 LST):50 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-24T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,407,1930,46,61,59,30.38,29.98,54,5.1,0,-6.1,4,78,43,150,23,0,0,0,170,17,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7824 HR MIN TEMP (F): 43AVERAGE STATION PRESSURE:29.985 MINIMUM SEA LEVEL PRESSURE:30.32 TIME OF OCCURRENCE:0059 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.1 24 HR AVG TEMP (F): 61DEPART FROM NORMAL: -7  HEATING DEGREE DAYS:  4 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):78  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-25T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,407,1930,57,59,83,30.3,29.94,59,2.9,0,-8.3,6,68,50,160,12,0.01,0,0,170,9,RA,SOD75724 HR PRECIPITATION (IN): 0.01 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):18  24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 50AVERAGE STATION PRESSURE:29.940 MINIMUM SEA LEVEL PRESSURE:30.24 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 2.9 24 HR AVG TEMP (F): 59DEPART FROM NORMAL: -9  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):50 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-26T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,408,1930,64,73,75,30.18,29.81,68,8.2,8,5.5,0,84,61,180,28,T,0,0,190,21,RA,SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8424 HR MIN TEMP (F): 61AVERAGE STATION PRESSURE:29.810 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.2 24 HR AVG TEMP (F): 73DEPART FROM NORMAL:  4  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  8 LATEST DAY MAX TEMP (0700-1900 LST):84  LATEST NIGHT MIN TEMP(1900-0800 LST):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-27T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,408,1930,68,81,68,30.07,29.7,72,9,16,13.3,0,92,70,210,26,0,0,0,200,17,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9224 HR MIN TEMP (F): 70AVERAGE STATION PRESSURE:29.705 MINIMUM SEA LEVEL PRESSURE:30.03 TIME OF OCCURRENCE:1824 PEAK WIND SPEED (MPH): 26 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 9.0 24 HR AVG TEMP (F): 81DEPART FROM NORMAL: 12  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 16 LATEST DAY MAX TEMP (0700-1900 LST):92  LATEST NIGHT MIN TEMP(1900-0800 LST):70 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-28T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,408,1930,69,84,61,30.09,29.72,74,7.4,19,16,0,97,70,230,24,0,0,0,250,18,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9724 HR MIN TEMP (F): 70AVERAGE STATION PRESSURE:29.715 MINIMUM SEA LEVEL PRESSURE:30.06 TIME OF OCCURRENCE:1817 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 18FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.4 24 HR AVG TEMP (F): 84DEPART FROM NORMAL: 15  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 19 LATEST DAY MAX TEMP (0700-1900 LST):97  LATEST NIGHT MIN TEMP(1900-0800 LST):70 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-29T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,409,1930,70,85,62,30.09,29.72,74,6.9,20,16.8,0,96,74,290,22,0,0,0,290,17,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9624 HR MIN TEMP (F): 74AVERAGE STATION PRESSURE(D):29.724 MINIMUM SEA LEVEL PRESSURE:30.04 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 22 PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.9 24 HR AVG TEMP (F): 85DEPART FROM NORMAL: 16  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 20 LATEST DAY MAX TEMP (0700-1900 LST): 96 LATEST NIGHT MIN TEMP(1900-0800 LST):74 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-06-30T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,409,1930,69,84,71,29.9,29.55,72,5.7,19,15.7,0,96,71,330,31,0.11,0,0,300,23,TS RA,SOD75324 HR PRECIPITATION (IN): 0.11 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):3  24 HR MAX TEMP (F): 9624 HR MIN TEMP (F): 71AVERAGE STATION PRESSURE:29.555 MINIMUM SEA LEVEL PRESSURE:29.80 TIME OF OCCURRENCE:1518 PEAK WIND SPEED (MPH): 31 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):300 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.7 24 HR AVG TEMP (F): 84DEPART FROM NORMAL: 14  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 19 LATEST DAY MAX TEMP (0700-1900 LST):96  LATEST NIGHT MIN TEMP(1900-0800 LST):73 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.11 0.00 T    T    T    T    0.00 T
72605014745,2021-07-01T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,410,1930,64,72,78,29.83,29.46,67,4.5,7,3.5,0,79,64,320,18,0.44,0,0,320,14,RA BR,SOD75624 HR PRECIPITATION (IN): 0.44 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7924 HR MIN TEMP (F): 64AVERAGE STATION PRESSURE:29.460 MINIMUM SEA LEVEL PRESSURE:29.80 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):320 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.5 24 HR AVG TEMP (F): 72DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  7 LATEST DAY MAX TEMP (0700-1900 LST):79  LATEST NIGHT MIN TEMP(1900-0800 LST):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T    0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    0.01 0.03 0.04 0.07 0.16 0.13
72605014745,2021-07-02T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,410,1930,57,61,93,29.85,29.47,58,5,0,-7.7,4,65,56,20,22,1.57,0,0,90,15,RA BR,SOD78324 HR PRECIPITATION (IN): 1.57 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE:29.470 MINIMUM SEA LEVEL PRESSURE:29.75 TIME OF OCCURRENCE:0449 PEAK WIND SPEED (MPH): 22 PEAK WIND DIR (DEG): 20 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG): 90 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.0 24 HR AVG TEMP (F): 61DEPART FROM NORMAL: -9  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS:  4 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.07 0.08 0.08 0.03 0.02 0.06 0.09 0.33 0.25 0.10 0.12 0.05 0.09 0.08 0.04 0.01 0.06 T    0.01 0.00 0.00 0.00 0.00 0.00
72605014745,2021-07-03T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,411,1929,54,57,91,29.86,29.49,55,5.1,0,-11.9,8,59,54,20,12,0.76,0,0,30,10,RA BR,SOD78324 HR PRECIPITATION (IN): 0.76 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 5924 HR MIN TEMP (F): 54AVERAGE STATION PRESSURE:29.495 MINIMUM SEA LEVEL PRESSURE:29.83 TIME OF OCCURRENCE:1703 PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG): 20 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG): 30 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.1 24 HR AVG TEMP (F): 57DEPART FROM NORMAL:-13  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):59  LATEST NIGHT MIN TEMP(1900-0800 LST):55 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 T    T    0.00 0.00 0.00 0.00 0.02 T    0.08 0.07 0.02 0.01 0.08 T    0.01 0.01 T    0.08 0.03 0.04 0.10 0.06 0.15
72605014745,2021-07-04T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,411,1929,55,63,85,29.91,29.51,57,4.7,0,-6,2,72,54,40,21,0.26,0,0,50,16,RA BR,SOD78324 HR PRECIPITATION (IN): 0.26 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7224 HR MIN TEMP (F): 54AVERAGE STATION PRESSURE:29.510 MINIMUM SEA LEVEL PRESSURE:29.83 TIME OF OCCURRENCE:0446 PEAK WIND SPEED (MPH): 21 PEAK WIND DIR (DEG): 40 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG): 50 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.7 24 HR AVG TEMP (F): 63DEPART FROM NORMAL: -7  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS:  2 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):72  LATEST NIGHT MIN TEMP(1900-0800 LST):54 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.12 0.06 T    0.00 0.00 T    0.01 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.01 0.01 0.03 T    0.00 0.00
72605014745,2021-07-05T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,412,1929,58,67,77,30.04,29.67,61,4.2,2,-2.2,0,77,56,170,20,0,0,0,170,14,,SOD75624 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7724 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE:29.670 MINIMUM SEA LEVEL PRESSURE:29.96 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.2 24 HR AVG TEMP (F): 67DEPART FROM NORMAL: -3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  2 LATEST DAY MAX TEMP (0700-1900 LST):77  LATEST NIGHT MIN TEMP(1900-0800 LST):56 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-07-06T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,413,1928,68,77,79,29.85,29.49,70,5.7,12,7.7,0,88,65,100,27,0.22,0,0,250,15,TS RA BR,SOD75724 HR PRECIPITATION (IN): 0.22 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):13  24 HR MAX TEMP (F): 8824 HR MIN TEMP (F): 65AVERAGE STATION PRESSURE:29.490 MINIMUM SEA LEVEL PRESSURE:29.76 TIME OF OCCURRENCE:1730 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):100 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.7 24 HR AVG TEMP (F): 77DEPART FROM NORMAL:  6  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 12 LATEST DAY MAX TEMP (0700-1900 LST):88  LATEST NIGHT MIN TEMP(1900-0800 LST):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.18 0.00 0.00 0.00 0.03 0.01 T    T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-07-07T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,413,1928,64,77,68,29.91,29.52,68,5.5,12,7.6,0,86,67,270,17,0,0,0,320,13,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8624 HR MIN TEMP (F): 67AVERAGE STATION PRESSURE:29.525 MINIMUM SEA LEVEL PRESSURE:29.82 TIME OF OCCURRENCE:0036 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.5 24 HR AVG TEMP (F): 77DEPART FROM NORMAL:  6  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 12 LATEST DAY MAX TEMP (0700-1900 LST):86  LATEST NIGHT MIN TEMP(1900-0800 LST):67 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
72605014745,2021-07-08T23:59:00,43.20488,-71.50257,103.1,"CONCORD ASOS, NH US",SOD  ,6,414,1928,57,63,83,30.07,29.69,59,4.6,0,-6.6,2,68,58,250,31,0.59,0,0,260,23,TS RA BR,SOD75724 HR PRECIPITATION (IN): 0.59 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):13  24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 58AVERAGE STATION PRESSURE:29.690 MINIMUM SEA LEVEL PRESSURE:29.99 TIME OF OCCURRENCE:0104 PEAK WIND SPEED (MPH): 31 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.6 24 HR AVG TEMP (F): 63DEPART FROM NORMAL: -8  HEATING DEGREE DAYS:  2 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):67  LATEST NIGHT MIN TEMP(1900-0800 LST):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 T    0.23 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.20 0.03 0.01 T    0.06 T    T    0.00 T    0.01 0.01
